id,城市,市区,标题,户型,面积,面积数值,方位,楼层,时间,所属小区,所属区域,房源链接,总价,总价数值,均价,均价数值,房龄
10375,fuzhou,晋安,世欧王庄一区 3室2厅1卫,3 室 2 厅 1 卫,90㎡,90.00,南北,高层(共42层),2014年建造,世欧王庄一区,晋安 王庄 王庄街70号,https://fz.anjuke.com/prop/view/S4317767137897476?auction=221&hpType=27&entry=102&position=18&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_18&from=from_esf_List_screen&index=18,158万,158.00,17556元/㎡,17556.00,10年以上
10376,fuzhou,鼓楼,保利天悦旁  罗商品房！ 电梯高层！一梯两户！双阳台南北通透,3 室 2 厅 2 卫,115.3㎡,115.30,南北,高层(共10层),2005年建造,米罗时代,鼓楼 湖前 福飞南路236号,https://fz.anjuke.com/prop/view/S4510267903681539?auction=221&hpType=27&entry=102&position=19&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_19&from=from_esf_List_screen&index=19,215万,215.00,18648元/㎡,18648.00,10年以上
10377,fuzhou,台江,交通路 近宁化地铁 万宝商圈 医科大旁 精装大两房 中高楼层,2 室 2 厅 1 卫,75㎡,75.00,南,中层(共42层),2013年建造,上海新苑,台江 上海 交通支路7号,https://fz.anjuke.com/prop/view/S4557238518293518?auction=221&hpType=27&entry=102&position=20&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_20&from=from_esf_List_screen&index=20,120万,120.00,16000元/㎡,16000.00,10年以上
10378,fuzhou,鼓楼,钱塘小屏东中，急售房出价就卖，商业配套成熟 出行方便，鼓实,3 室 2 厅 1 卫,92㎡,92.00,南北,高层(共6层),1995年建造,泉塘新村,鼓楼 西湖 福飞南路26号,https://fz.anjuke.com/prop/view/S3969522767866890?auction=221&hpType=27&entry=102&position=21&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_21&from=from_esf_List_screen&index=21,200万,200.00,21740元/㎡,21740.00,10年以上
10379,fuzhou,晋安,南北通透 交通便利 高楼层采光充足 满五唯一 近地铁,3 室 1 厅 2 卫,95.69㎡,95.69,南北,高层(共7层),2000年建造,长福鑫苑,晋安 王庄 长乐北路189号,https://fz.anjuke.com/prop/view/S4629179401530383?auction=221&hpType=27&entry=102&position=22&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_22&from=from_esf_List_screen&index=22,125万,125.00,13064元/㎡,13064.00,10年以上
10380,fuzhou,晋安,岳峰塔头 三利花园三房210万,3 室 2 厅 2 卫,107㎡,107.00,南北,高层(共7层),2004年建造,三利花园,晋安 塔头 塔头路330号,https://fz.anjuke.com/prop/view/S2612230451666959?auction=221&hpType=27&entry=102&position=23&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_23&from=from_esf_List_screen&index=23,210万,210.00,19627元/㎡,19627.00,10年以上
10381,fuzhou,晋安,泰禾金尊府 3室2厅2卫,3 室 2 厅 2 卫,93.86㎡,93.86,南北,高层(共27层),2016年建造,泰禾金尊府,晋安 东二环 潭桥路36号,https://fz.anjuke.com/prop/view/S4175083463138316?auction=221&hpType=27&entry=102&position=24&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_24&from=from_esf_List_screen&index=24,288万,288.00,30684元/㎡,30684.00,10年以上
10382,fuzhou,晋安,塔头 产权清晰 高楼层采光充足 购物方便 交通便捷 满二,3 室 2 厅 1 卫,65.1㎡,65.10,南北,高层(共8层),2000年建造,洋下花园,晋安 塔头 六一北路225号,https://fz.anjuke.com/prop/view/S2512185236577286?auction=221&hpType=27&entry=102&position=25&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_25&from=from_esf_List_screen&index=25,118万,118.00,18126元/㎡,18126.00,10年以上
10383,fuzhou,闽侯,中海寰宇天下 精装修 房龄新 近地铁 刚需小三居 交通便利,3 室 2 厅 2 卫,87.7㎡,87.70,南北,中层(共34层),2016年建造,中海寰宇天下,闽侯 高新区 高新大道1-1号,https://fz.anjuke.com/prop/view/S4248677013515266?auction=221&hpType=27&entry=102&position=26&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_26&from=from_esf_List_screen&index=26,159.9万,159.90,18233元/㎡,18233.00,10年以上
10384,fuzhou,鼓楼,带电梯 近医院 正南朝向 正规商品房 小三房 装修好,3 室 2 厅 1 卫,90㎡,90.00,南,中层(共19层),2011年建造,凤舞家园,鼓楼 铜盘路 东坑巷7号,https://fz.anjuke.com/prop/view/S3712123992547339?auction=221&hpType=27&entry=102&position=27&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_27&from=from_esf_List_screen&index=27,155万,155.00,17223元/㎡,17223.00,10年以上
10385,fuzhou,仓山,中间好楼层 车位充足 双卫格局 带电梯 东南户型 满二,4 室 2 厅 2 卫,107.83㎡,107.83,东南,中层(共28层),2008年建造,福晟钱隆府,仓山 洪湾路 高宅路189号,https://fz.anjuke.com/prop/view/S4605661337738253?auction=221&hpType=27&entry=102&position=28&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_28&from=from_esf_List_screen&index=28,185万,185.00,17157元/㎡,17157.00,10年以上
10386,fuzhou,鼓楼,五四温泉 冶山新村二房165万,2 室 2 厅 1 卫,68㎡,68.00,东西,高层(共8层),1997年建造,冶山新村,鼓楼 温泉公园 城隍街13号,https://fz.anjuke.com/prop/view/S4204509241125894?auction=221&hpType=27&entry=102&position=29&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_29&from=from_esf_List_screen&index=29,165万,165.00,24265元/㎡,24265.00,10年以上
10387,fuzhou,晋安,五四北 双卫生间 电梯房 环境好 近医院 满二 商业配套齐全,3 室 2 厅 2 卫,111.26㎡,111.26,东南,高层(共11层),2006年建造,果岭生活(AB区),晋安 五四北 南平东路100号,https://fz.anjuke.com/prop/view/S3037283811762179?auction=221&hpType=27&entry=102&position=30&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_30&from=from_esf_List_screen&index=30,258万,258.00,23189元/㎡,23189.00,10年以上
10388,fuzhou,晋安,火车站 西园雅居 电梯顶楼复式精装5房拎包入住 带私人大露台,5 室 2 厅 3 卫,100.21㎡,100.21,南北,高层(共18层),2009年建造,西园雅居西区,晋安 西园 玄南岭路630号,https://fz.anjuke.com/prop/view/S4312410451320837?auction=221&hpType=27&entry=102&position=31&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_31&from=from_esf_List_screen&index=31,158万,158.00,15767元/㎡,15767.00,10年以上
10389,fuzhou,鼓楼,二环内，屏山公园旁，博纳商圈，地总价，电梯大三房，端头全明,3 室 2 厅 2 卫,106㎡,106.00,西南,中层(共8层),2003年建造,鸿明小区,鼓楼 省体中心 梅柳路69号,https://fz.anjuke.com/prop/view/S3214236410896390?auction=221&hpType=27&entry=102&position=32&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_32&from=from_esf_List_screen&index=32,175万,175.00,16510元/㎡,16510.00,10年以上
10390,fuzhou,仓山,阳光城丽兹公馆 购物方便 刚需小三居 医疗配套成熟 满二,3 室 2 厅 2 卫,101㎡,101.00,东,中层(共15层),2005年建造,阳光城丽兹公馆,仓山 奥体中心 盘屿路1号,https://fz.anjuke.com/prop/view/S4338047942388738?auction=221&hpType=27&entry=102&position=33&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_33&from=from_esf_List_screen&index=33,205万,205.00,20298元/㎡,20298.00,10年以上
10391,fuzhou,鼓楼,五四路湖东 划中山十九嘉华新城 3房2厅 小高层,3 室 2 厅 1 卫,96.11㎡,96.11,东西,共5层,2005年建造,嘉华新城,鼓楼 五四路 观风亭街50号,https://fz.anjuke.com/prop/view/S4272754432876555?auction=221&hpType=27&entry=102&position=34&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_34&from=from_esf_List_screen&index=34,279万,279.00,29030元/㎡,29030.00,10年以上
10392,fuzhou,仓山,江南名城，金山大道旁，四房两卫，满两年,3 室 2 厅 2 卫,134.85㎡,134.85,南北,中层(共10层),2005年建造,江南名城,仓山 金山大道 金山大道518号,https://fz.anjuke.com/prop/view/S3923084453899265?auction=221&hpType=27&entry=102&position=35&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_35&from=from_esf_List_screen&index=35,218万,218.00,16167元/㎡,16167.00,10年以上
10393,fuzhou,晋安,自住装修 性价比高 价格还可沟通 南北双阳台 独梯独户,3 室 2 厅 2 卫,136㎡,136.00,南北,中层(共24层),2013年建造,三盛国际公园长岛区,晋安 五四北 福峰路133号,https://fz.anjuke.com/prop/view/S3037284624311308?auction=221&hpType=27&entry=102&position=36&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_36&from=from_esf_List_screen&index=36,199万,199.00,14633元/㎡,14633.00,10年以上
10394,fuzhou,鼓楼,左海公园  洋房社区3房  一梯两梯  南北通透  外砖东南,3 室 2 厅 1 卫,87.33㎡,87.33,东南,中层(共8层),2003年建造,海景花园,鼓楼 西二环 天骐路11号,https://fz.anjuke.com/prop/view/S3633091067191303?auction=221&hpType=27&entry=102&position=37&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_37&from=from_esf_List_screen&index=37,169万,169.00,19352元/㎡,19352.00,10年以上
10395,fuzhou,台江,华侨中学，小高层电梯  视野好 豪华设计 近医院 正规商品房,3 室 2 厅 2 卫,110.64㎡,110.64,西南,高层(共8层),2004年建造,联美都市公寓,台江 宁化 西环南路109号,https://fz.anjuke.com/prop/view/S4338928455724038?auction=221&hpType=27&entry=102&position=38&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_38&from=from_esf_List_screen&index=38,175万,175.00,15818元/㎡,15818.00,10年以上
10396,fuzhou,仓山,交通便捷 近地铁 精装好房 南北通透 正规商品房,3 室 2 厅 2 卫,117.81㎡,117.81,南北,高层(共25层),2015年建造,融信白宫,仓山 洪湾路 花溪南路43号,https://fz.anjuke.com/prop/view/S4568666348710924?auction=221&hpType=27&entry=102&position=39&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_39&from=from_esf_List_screen&index=39,215万,215.00,18250元/㎡,18250.00,10年以上
10397,fuzhou,仓山,新榕金城湾 地铁口 精装三房两卫 高楼层 视野开阔,3 室 2 厅 2 卫,117.94㎡,117.94,南北,高层(共34层),2016年建造,新榕金城湾,仓山 金山大道 金山大道619号,https://fz.anjuke.com/prop/view/S4556909608594446?auction=221&hpType=27&entry=102&position=40&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_40&from=from_esf_List_screen&index=40,210万,210.00,17806元/㎡,17806.00,10年以上
10398,fuzhou,仓山,业主急售！正祥一品新筑！双商圈环抱。小高层一梯两户南北通透,3 室 2 厅 2 卫,100.92㎡,100.92,南北,低层(共9层),2009年建造,正祥一品新筑,仓山 浦上大道 浦上大道306号,https://fz.anjuke.com/prop/view/S4531744916937741?auction=221&hpType=27&entry=102&position=41&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_41&from=from_esf_List_screen&index=41,170万,170.00,16846元/㎡,16846.00,10年以上
10399,fuzhou,晋安,远洋路 双卫 得房好 近医院 商业配套成熟 交通便捷 满五,3 室 2 厅 2 卫,118.24㎡,118.24,西南,低层(共12层),2002年建造,日出东方(晋安),晋安 远洋路 远洋路69号,https://fz.anjuke.com/prop/view/S2782224124713988?auction=221&hpType=27&entry=102&position=42&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_42&from=from_esf_List_screen&index=42,229万,229.00,19368元/㎡,19368.00,10年以上
10400,fuzhou,仓山,富贵天成 出行方便 精装修 商圈成熟 楼层好 近医院,3 室 2 厅 2 卫,90.11㎡,90.11,南北,中层(共6层),2006年建造,富贵天成,仓山 三叉街 先锋路58号,https://fz.anjuke.com/prop/view/S3834220075148303?auction=221&hpType=27&entry=102&position=43&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_43&from=from_esf_List_screen&index=43,138万,138.00,15315元/㎡,15315.00,10年以上
10401,fuzhou,台江,满五 近地铁 商品住宅 南北通透 中间楼层采光好 小三房,3 室 2 厅 1 卫,81.7㎡,81.70,南北,中层(共8层),1998年建造,红旗新村,台江 万宝 西二环南路35-1号,https://fz.anjuke.com/prop/view/S4569848422116366?auction=221&hpType=27&entry=102&position=44&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_44&from=from_esf_List_screen&index=44,150万,150.00,18360元/㎡,18360.00,10年以上
10402,fuzhou,鼓楼,西峰小，十八中，框架房，东街口附近，中间楼层,3 室 2 厅 2 卫,101㎡,101.00,南北,中层(共8层),1999年建造,天怡花园,鼓楼 西湖 北大路266号,https://fz.anjuke.com/prop/view/S4587193598141440?auction=221&hpType=27&entry=102&position=45&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_45&from=from_esf_List_screen&index=45,216万,216.00,21387元/㎡,21387.00,10年以上
10403,fuzhou,鼓楼,框架，中山小十九中，出门到校，湖东路，中山大院井大小福1中,3 室 1 厅 1 卫,77.08㎡,77.08,南北,中层(共9层),1997年建造,冶山新村,鼓楼 温泉公园 城隍街13号,https://fz.anjuke.com/prop/view/S4531405106895872?auction=221&hpType=27&entry=102&position=46&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_46&from=from_esf_List_screen&index=46,188万,188.00,24391元/㎡,24391.00,10年以上
10404,fuzhou,晋安,诚意出售 世欧王庄B区 中层 精装3房 可拎包,3 室 2 厅 2 卫,130㎡,130.00,东南,高层(共55层),2015年建造,世欧王庄B区,晋安 王庄 晋连路2号,https://fz.anjuke.com/prop/view/S4316567154617352?auction=221&hpType=27&entry=102&position=47&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_47&from=from_esf_List_screen&index=47,265万,265.00,20385元/㎡,20385.00,10年以上
10405,fuzhou,鼓楼,地铁口西湖公园旁 湖滨小十八中 新西洪新村 中楼层 精装3房,3 室 2 厅 1 卫,75㎡,75.00,南北,高层(共8层),2005年建造,西洪路253号新村,鼓楼 东街 西洪路253号,https://fz.anjuke.com/prop/view/S4560170253954050?auction=221&hpType=27&entry=102&position=48&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_48&from=from_esf_List_screen&index=48,158万,158.00,21067元/㎡,21067.00,10年以上
10406,fuzhou,鼓楼,地铁口西湖公园旁 湖滨小十八中 新西洪新村 中楼层 标准3房,3 室 2 厅 1 卫,82㎡,82.00,南北,中层(共8层),2005年建造,西洪路253号新村,鼓楼 东街 西洪路253号,https://fz.anjuke.com/prop/view/S4621043926244354?auction=221&hpType=27&entry=102&position=49&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_49&from=from_esf_List_screen&index=49,139万,139.00,16952元/㎡,16952.00,10年以上
10407,fuzhou,鼓楼,航道局宿舍 南北通透 交通便捷 高楼层视野无遮挡 满五,3 室 2 厅 1 卫,92.32㎡,92.32,南北,高层(共8层),2003年建造,航道局宿舍,鼓楼 西二环 杨桥中路283-1号,https://fz.anjuke.com/prop/view/S4496306160757764?auction=221&hpType=27&entry=102&position=50&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_50&from=from_esf_List_screen&index=50,228万,228.00,24697元/㎡,24697.00,10年以上
10408,fuzhou,仓山,天鹅湾 3房2卫 商品房 刚需小三居 临地铁 满五唯一,3 室 2 厅 2 卫,94.71㎡,94.71,南北,低层(共18层),2015年建造,金辉天鹅湾,仓山 浦上大道 浦上大道410号,https://fz.anjuke.com/prop/view/S4609588335404035?auction=221&hpType=27&entry=102&position=51&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_51&from=from_esf_List_screen&index=51,162万,162.00,17105元/㎡,17105.00,10年以上
10409,fuzhou,台江,富商世家 装修好 临地铁 医疗配套成熟 交通便利 有电梯,3 室 2 厅 2 卫,129.15㎡,129.15,南北,高层(共11层),2005年建造,富商世家,台江 中亭街 学军路79号,https://fz.anjuke.com/prop/view/S4429825903205386?auction=221&hpType=27&entry=102&position=52&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_52&from=from_esf_List_screen&index=52,198万,198.00,15332元/㎡,15332.00,10年以上
10410,fuzhou,仓山,连江南路 环境优美 南北通透 带电梯 购物方便 满五 临地铁,3 室 2 厅 2 卫,100.4㎡,100.40,南北,中层(共25层),2012年建造,世欧上江城a区,仓山 连江南路 南江滨西大道136号,https://fz.anjuke.com/prop/view/S4606743661210637?auction=221&hpType=27&entry=102&position=53&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_53&from=from_esf_List_screen&index=53,218万,218.00,21714元/㎡,21714.00,10年以上
10411,fuzhou,晋安,中庚香山春天 电梯房 商品住宅 临地铁 房龄新 交通便捷,4 室 2 厅 2 卫,129.9㎡,129.90,南北,低层(共24层),2014年建造,中庚香山春天,晋安 五四北 象峰一路72号,https://fz.anjuke.com/prop/view/S4628059615273993?auction=221&hpType=27&entry=102&position=54&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_54&from=from_esf_List_screen&index=54,212万,212.00,16321元/㎡,16321.00,10年以上
10412,fuzhou,仓山,阳光城丽兹公馆 带电梯 精装修 小区新 交通便捷 近医院,3 室 2 厅 2 卫,100.72㎡,100.72,南,低层(共18层),2016年建造,阳光城丽兹公馆,仓山 奥体中心 盘屿路1号,https://fz.anjuke.com/prop/view/S4594275543081986?auction=221&hpType=27&entry=102&position=55&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_55&from=from_esf_List_screen&index=55,220万,220.00,21843元/㎡,21843.00,10年以上
10413,fuzhou,鼓楼,钱塘屏北，屏东中，贴砖，接送方便，框架三房，低单价，阳光充足,3 室 2 厅 2 卫,97.06㎡,97.06,南北,高层(共8层),2002年建造,豪成花园,鼓楼 省体中心 湖前路86号,https://fz.anjuke.com/prop/view/S3275777542677508?auction=221&hpType=27&entry=102&position=56&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_56&from=from_esf_List_screen&index=56,155万,155.00,15970元/㎡,15970.00,10年以上
10414,fuzhou,仓山,融信   带电梯 商品住宅 双卫生间 房龄新 交通便捷 满二,3 室 2 厅 2 卫,110㎡,110.00,南,低层(共29层),2015年建造,融信白宫,仓山 洪湾路 花溪南路43号,https://fz.anjuke.com/prop/view/S3973788829655041?auction=221&hpType=27&entry=102&position=57&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_57&from=from_esf_List_screen&index=57,208万,208.00,18910元/㎡,18910.00,10年以上
10415,fuzhou,仓山,送车位丨业主狠~想~卖丨一线看江景丫~霸丨安静不吵丨价格沟通,3 室 2 厅 2 卫,118.84㎡,118.84,南,低层(共28层),2015年建造,融信白宫,仓山 洪湾路 花溪南路43号,https://fz.anjuke.com/prop/view/S4630640130092045?auction=221&hpType=27&entry=102&position=58&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_58&from=from_esf_List_screen&index=58,199万,199.00,16746元/㎡,16746.00,10年以上
10416,fuzhou,台江,台三小，福8中，好楼栋，好户型，好楼层，好视野，好地段,3 室 2 厅 2 卫,107㎡,107.00,南北,中层(共29层),2010年建造,群升国际I区尚都苑,台江 中亭街 铺前顶路20号,https://fz.anjuke.com/prop/view/S4196643414170634?auction=221&hpType=27&entry=102&position=59&kwtype=filter&now_time=1782180997&spread=filtersearch_c&epauction=&stats_key=77987748-98fc-418e-9deb-0caf2e4a3c6a_59&from=from_esf_List_screen&index=59,309万,309.00,28879元/㎡,28879.00,10年以上
10417,fuzhou,鼓楼,省体，钱塘小屏东中屏北，商品房双阳台，融侨二区旁万利花园,3 室 2 厅 2 卫,112.97㎡,112.97,南北,低层(共8层),2004年建造,御景台花园,鼓楼 省体中心 琴亭路66号,https://fz.anjuke.com/prop/view/S4292232080366604?auction=221&hpType=27&entry=102&position=0&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_0&from=from_esf_List_screen&index=0,235万,235.00,20802元/㎡,20802.00,10年以上
10418,fuzhou,鼓楼,东街中山，小十九，中近地铁，中山大院  小区环境好！闽深宿舍,2 室 2 厅 1 卫,64.14㎡,64.14,南北,高层(共7层),1995年建造,闽深公司宿舍,鼓楼 东街 中山路15号,https://fz.anjuke.com/prop/view/S3522161505379329?auction=221&hpType=27&entry=102&position=1&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_1&from=from_esf_List_screen&index=1,198万,198.00,30870元/㎡,30870.00,10年以上
10419,fuzhou,仓山,会展中心 闽江世纪城 电梯高层 豪装三房 商圈成熟 诚意出售,3 室 2 厅 2 卫,110.33㎡,110.33,南北,高层(共33层),2016年建造,闽江世纪城A区,仓山 南江滨西大道 濂水路7号,https://fz.anjuke.com/prop/view/S4595521362783239?auction=221&hpType=27&entry=102&position=2&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_2&from=from_esf_List_screen&index=2,209万,209.00,18944元/㎡,18944.00,10年以上
10420,fuzhou,晋安,世欧王庄一区 3室2厅2卫,3 室 2 厅 2 卫,90㎡,90.00,东南,中层(共41层),2014年建造,世欧王庄一区,晋安 王庄 王庄街70号,https://fz.anjuke.com/prop/view/S2930487300729857?auction=221&hpType=27&entry=102&position=3&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_3&from=from_esf_List_screen&index=3,159.8万,159.80,17756元/㎡,17756.00,10年以上
10421,fuzhou,仓山,正祥一品新筑 双卫 带电梯 豪华精装 满五 医疗配套成熟,4 室 2 厅 2 卫,112㎡,112.00,南北,低层(共9层),2005年建造,正祥一品新筑,仓山 浦上大道 浦上大道306号,https://fz.anjuke.com/prop/view/S4538528408775691?auction=221&hpType=27&entry=102&position=4&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_4&from=from_esf_List_screen&index=4,228万,228.00,20358元/㎡,20358.00,10年以上
10422,fuzhou,晋安,文欣苑 小三房 有电梯 商业配套齐全 出行方便 医疗配套成熟,3 室 1 厅 2 卫,93㎡,93.00,东南,低层(共33层),2006年建造,文欣苑,"晋安 火车站 沁园路26,32号",https://fz.anjuke.com/prop/view/S4116721129237514?auction=221&hpType=27&entry=102&position=5&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_5&from=from_esf_List_screen&index=5,164.5万,164.50,17689元/㎡,17689.00,10年以上
10423,fuzhou,鼓楼,温泉小十九中接送房，电梯精装， 高楼层采光充足 益力城旁,3 室 2 厅 1 卫,95.65㎡,95.65,南北,高层(共9层),2002年建造,鸿裕温泉花园,鼓楼 华林路 华林路248号,https://fz.anjuke.com/prop/view/S3832595228290061?auction=221&hpType=27&entry=102&position=6&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_6&from=from_esf_List_screen&index=6,205万,205.00,21433元/㎡,21433.00,10年以上
10424,fuzhou,仓山,福晟钱隆金山 商业配套成熟 商品住宅 出行方便 满二 装修好,3 室 2 厅 1 卫,87.51㎡,87.51,南,中层(共18层),2010年建造,福晟钱隆金山,仓山 浦上大道 冠浦路6号,https://fz.anjuke.com/prop/view/S4022158428085248?auction=221&hpType=27&entry=102&position=7&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_7&from=from_esf_List_screen&index=7,158万,158.00,18056元/㎡,18056.00,10年以上
10425,fuzhou,仓山,仓山万达 商业配套成熟 双卫生间 近医院 近地铁 交通便利,3 室 2 厅 2 卫,120.77㎡,120.77,南北,低层(共21层),2002年建造,霞镜新城三区,仓山 仓山万达 金榕南路754号,https://fz.anjuke.com/prop/view/S3243253302485004?auction=221&hpType=27&entry=102&position=8&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_8&from=from_esf_List_screen&index=8,189万,189.00,15650元/㎡,15650.00,10年以上
10426,fuzhou,鼓楼,鼓楼二环内 茉莉园 端头全明户型  独梯独户 单位宿舍,3 室 2 厅 1 卫,91㎡,91.00,南北,中层(共6层),1998年建造,黎明新村茉莉园,鼓楼 黎明 兴园路221号,https://fz.anjuke.com/prop/view/S4630506615856135?auction=221&hpType=27&entry=102&position=9&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_9&from=from_esf_List_screen&index=9,138万,138.00,15165元/㎡,15165.00,10年以上
10427,fuzhou,仓山,新出。近时代福高，欣隆盛花园三区，标准3房电梯中层，一梯两户,3 室 2 厅 1 卫,88.9㎡,88.90,南北,中层(共9层),2009年建造,欣隆盛花园三区,仓山 上三路 石岩路79号,https://fz.anjuke.com/prop/view/S4116938824637440?auction=221&hpType=27&entry=102&position=10&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_10&from=from_esf_List_screen&index=10,199万,199.00,22385元/㎡,22385.00,10年以上
